sentiment,tweet
negative,"Sore throat coming,and recording about to start for new citipointe EP album! ARGGHHH!!!  prayers needed"
positive, Thats soooo pretty. Mine havnt flowered for years
neutral, California
positive,"OK dear tweeps, goodnight! I need 2 get up early 2 say Happy Mothers Day 2 wife n mom"
negative,I really despair over the whole copyright situation http://bit.ly/yLY0I ~ being visually impaired means you don`t deserve to read  #sccr18
negative,Shower head broke while i was in the shower and shot straight @ my head.may get a welt later on from it
negative,Searching apartments in Kaohsiung. Will go seeing the apartments on next Tuesday. Haven`t found a good one with reasonable rent...
neutral,Was about to head downtown...now there`s a flash flood!  - Photo: http://bkite.com/07XFs
positive,going to watch boy in the striped pj`s hope i don`t cry
positive, hahaha that made me laugh
positive, blah blah blah.... just kidding dude  i`ve never had anyone offer up their stem cells before haha!
neutral,Just downloaded parnoid
neutral,i would like some macaroni and cheese please....no?
positive,I`m feeling pretty energized & ready to face the day w/only about 3 hours of sleep. Hope it lasts all day.
neutral, last I looked.  Hi back...
neutral, besides when u come and visit ill have more room for u!
neutral,On our way to St. Martin!!! Vacation for a week
neutral,  i want alexis bledel back on screen every thursday night
negative,Panera is not being nice to my iPhone
negative," That`s just weird... :\  Oh, and what was it you were drawing for me?"
negative, my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they **** up my order.
neutral, I`m with ya....  doesn`t  follow me either
negative,hand hurts
neutral, me too  Thats why im driving down to Cali in July for HIN Pleasanton.
positive," just the mere fact that you twittered and someone read it, then it matters p.s. love your song Gravity"
negative,Gah... why is my Macbook Pro getting so frickin` hot just sitting on the table doing nothing?
negative, I wish we could make a quick trip to LA in July  I miss LA
positive, No I haven`t had chance to watch that yet...going to have to get hold of it.   Thanks for the tip.
negative,Mean people suck.
negative,"Poor Greg  stupid UK, always doing the sympathy vote. xo"
positive,Is Going To Buy A Wacom Today ... Goood Times
neutral, thanks! we want to continue to improve our process for the benefit of customers - things like this just take time
neutral, Yes it does
neutral," actually, web works fine. tweetdeck keeps crashing  i`m in NJ today avoiding nascar"
negative,Trader Joe`s 'sushi' is a fail.
negative,Im sure the 5 ppl who came in after me will be seen by a dentist before I will
negative,home not well hate not workin
positive," awww, a very happy birthday to him"
negative,"oh dear, I`m being followed by someone that claims to help you stay young  the end is nigh"
neutral," Is it bad that I`m sitting here watching a #Pens replay and getting excited? I think it`s the coffee, but... Who knows."
negative,sickkkkk.  GET ME OUT OF THIS HOUSE! need to get active. whats going down? Celina havin a party? hit me uhpp!
positive, Love your latest journals. I finally joined Twitter so came to say Hi
positive, Oh lovely - that is one thing Mum`s are great at!! Sounds yummy!  You are makin me hungry here! lol :-p
neutral,Happy Grey`s day everyone! Oh I miss Grey`s!!
positive,_tastic Awww that is sweet
positive,Just one of those days.... I pray it will get better..
positive,"Reading, cryin, reading, laughin...  Enjoying the ride while being enlightened and inspired by letters to a young sister!!  Thx Hill."
positive,", in about two hours I`m setting out on a 600-mile drive home. Mostly I`m hoping it goes quickly."
neutral,"_FC sounds good  maybe some player quotes, photos etc I`m living in WA atm so would love bits and pieces from the Ady and Sun"
neutral,Hi anyone there?!!!!!!!!!!!!!!
neutral,Think I have sunstroke.
positive, Yay! Tell her I said congrats
positive," wow, atleast u only have three weeks...I have two months to go    Are u going away?"
negative,Ouch just burned myself making soup for nico...
positive," Good morning hun! I will, promise  Glad you like `em. Have a lovely day :o)"
neutral, go into an anti-gravity chamber then you can tell gravity to suck it.
positive, He seemed all happy about it
positive,@ BeardBurk: Their being optimistic
negative,watching The Biggest Loser on Hallmark. Never fails to make me cry  nyeh.
positive, oh no Jess I hope the person is ok
neutral, Kids attacking your keyboard?
negative,doesn`t want to go to work....
neutral, Does this happen every monday?
neutral,is poolside. Bowling toniht maybe?? Back to work tomorrow
negative, I submitted my resume the same day and saw no answer back. Oh well...
negative,going out on thursdays is a terrible idea. i knew there was a reason i haven`t done it all quarter. *pops advil*
negative,I am slowly getting angry at this Jon and Kate Plus 8 thing
neutral," Nah, could use a hug or three, but even that option is 2,000 miles away!"
negative, Here`s a more appropriate @ tweet... is everything ok  Your last 3 days of tweets don`t paint a good picture :-C
negative, I`m trying to sleep!!! It`s not working
positive, aww bless  you guys are so cute.. are you still in touch with any of the other BB contestants? xxoo
positive, I doubt I`ll get one to be honest
neutral,I got excited when I saw a bag in the place cookies usually live (when I get them). Unfortunately it was just my new prescription
negative," Yeah, I didn`t buy that for one hot minute."
negative,It is kind of lonely when nobody will answer their phone.
negative,may have unintentionally snubbed someone due to my ineptness/shyness. feel badly
neutral, night
positive," anytime love..you looked beautiful! Next time your in nyc, hopefully we can link up! Enjoy your evening"
positive,Enjoying my weekend with my kids!
negative,is having this massive headache! and all i want to do is eat some nachos..
negative, i havent got poked much
positive," Yes, you really should!"
negative,UGH! I have GOT TO STOP biting my nails  grrrrr
negative,Computer remains dead
positive,_grl love your new profile pic
positive,Apple is expected to launch a new iPhone this summer.  Hi my name is Judy and I am addicted to Apple products.
neutral," when you get your grill taken care of this morning how about a quick shot of the hands.  Don`t ask why, just do it"
neutral,"#BGT DCD Seniors were good, but not good enough."
neutral, Looking forward to your gig in Ireland!!!  See ya there!
positive,Yes man was good
negative," I`m having exactly the same day you are, man. Just buried over here  #FollowFriday"
positive,FINALLY DONE WITH MY PROJECT !  now its 3:12 am  haha goodnights ! <3
negative,How I wish I wish I did not eat that....burger.
neutral,: haha i know  it was super easy too. i sat at the toy counter and gave kids what little toy they wanted with they`re tickets.
neutral, my name too    (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS)
negative,tomorrow will be my last day in work.. how sad.. bye Ange
neutral, cool  what did you get?
negative,"_weber I wrote a leadership essay abt its founder. The expansion didn`t went well, tried to break in America. Lots of money burned."
negative,_pax That sucks.
neutral,yea dude... 5`8'! really!?
negative,oh i hate friday evening.
negative, then i kill Bradies gf and have Bradie
positive," it`s a good mix of developers, content developers, providers and venture folks"
negative,just got Up and going to get ready to go to meadowhall ;) can`t believe my internet broke yesterday  GUTTED
neutral,my grandpa was telling me how they used to cut up human bodies in med school
positive,HAPPY MOTHERS DAY!
positive, Good Morning
neutral, i think 30 bucks and i dunno
negative,"just realized that Chris Lake was spinning in stockholm yesterday, and I missed it!"
negative, Definitely! I have usually found that critics know virtually nothing of what constitutes a good movie. Rarely am I wrong.
neutral,"  i didn`t get it. although, as it`s a religious thing i think i`ll let that one slip by..."
negative," I`m not going, sadly.  Maybe next year, eh?"
neutral," oh wait your in Greece, I`m in the U.S of course you think differently"
neutral, Is that why your blog is set to private?
negative,Going crazy  super head ach from hell and my the in laws have ben here since 9 this morning. ahhhh
negative,Need To Go Shopping  Boring Day T`day....Nothing To Dooo. College Tmro...How ****` Excitin`  Wish Twitter Was Simplified For Me =] <3
neutral,"We actually have milestones due for 3 high profile projects in the next 2 weeks, & they are all scheduled when I am on vacation -"
positive,"okay, need to hit the sack.  i gotta wake up in like 5 hours   goodnight everyone!"
neutral,"- arrggh kids that won`t settle....need some Kava for Liam, that`ll sort `em..."
negative, come back to Perth     I missed the show here!
neutral, haha wats this about?
negative,Picked up Luna from the vet. She looks like she`s been crying  I`m not kidding. Her lashes are wet and she has tear trails. My poor bebe!
neutral,Done a bump out and now back in bed seemingly unable to muster the energy to get up again  Sundays are great.
negative,thinking of you   why we canï¿½t control our thoughts?
positive," Congratuations, Sweetie."
negative,"I also think that I`m talking to myself now. Okay I need to get to bed. BTW, I miss my brothers."
neutral," called about it, no answer shall try again tomorrow"
